artist.id,artist.mbid,artist.playmeid,artist.7digitalid,artist.name,artist.latitude,artist.longitude,artist.location,artist.hotttnesss,artist.familiarity,song.id,track.id,track.7digitalid,release.7digitalid,audio.md5,title,release,year,mode,mode.confidence,key,key.confidence,time.signature,time.signature.confidence,analysis.sample.rate,start.of.fade.out,end.of.fade.in,tempo,duration,loudness,energy,danceability,song.hotttnesss,artist_id,term
AR00MBZ1187B9B5DB1,ff748426-8873-4725-bdc7-c2b18b510d41,17661,52722,Memphis Minnie,29.95244,-90.05202,"Algiers, LA",0.360644227,0.588571842,SOGAISJ12AB0180168,TRAZOXW128F92E79B2,3706639,329878,822ed49cbc692269d5d3264b1fc17b48,My Butcher Man,Queen Of Country Blues,1991,1,0.305,1,0.004,3,0.338,22050,170.748,0.134,107.452,180.29669,-16.536,0,0,NA,AR00MBZ1187B9B5DB1,blues
AR01IP11187B9AF5D2,dbd2ebce-623d-4639-946e-c558bf56a0e3,53860,357073,Call To Preserve,28.33268,-80.73486,"Rockledge, Florida",0.423976263,0.634764556,SOMDZTP12AB018672C,TRAQADQ12903CDCEF5,8539302,771302,6fd3ad58d850f5a9a640d63c632a2b3b,Now And Forever,Unsinkable,2006,1,0,2,0,4,1,22050,156.067,7.303,189.824,165.82485,-4.829,0,0,0.407974652,AR01IP11187B9AF5D2,other
AR01IP11187B9AF5D2,dbd2ebce-623d-4639-946e-c558bf56a0e3,53860,357073,Call To Preserve,28.33268,-80.73486,"Rockledge, Florida",0.423976263,0.634764556,SOYHMPJ12AAF3B387B,TRAZFEX12903CDCF88,8539449,771318,45c0ede6e09b5015404e0cf3ce5760ff,Hope For The Fallen,From Isolation,2008,0,0.305,5,0.281,1,0,22050,169.378,0,158.018,175.22893,-1.672,0,0,0.496795817,AR01IP11187B9AF5D2,other
AR01IP11187B9AF5D2,dbd2ebce-623d-4639-946e-c558bf56a0e3,53860,357073,Call To Preserve,28.33268,-80.73486,"Rockledge, Florida",0.423976263,0.634764556,SOMVWOV12AAF3B3883,TRAZNKG12903CDCF8A,8539451,771318,fcd536b21d2de49d4ed61801c9827063,Open your Eyes,From Isolation,2008,1,0.437,4,0.596,1,0,22050,199.784,0,115.09,199.78404,-2.045,0,0,0.487358964,AR01IP11187B9AF5D2,other
AR01IP11187B9AF5D2,dbd2ebce-623d-4639-946e-c558bf56a0e3,53860,357073,Call To Preserve,28.33268,-80.73486,"Rockledge, Florida",0.423976263,0.634764556,SOFSSHW12AAF3B3866,TRBGHBW12903CDCF83,8539444,771318,cc9bb82a89f6e502b71d3ce427730f58,Hindsight,From Isolation,2008,0,0.441,5,0.368,4,0,22050,40.316,0,208.167,44.30322,-2.03,0,0,0.499664862,AR01IP11187B9AF5D2,other
AR01VU31187B997DA0,103241b0-6adf-4b4f-9cff-5c87459f61a4,6015,17263,Grand Funk,43.0026,-83.7826,"Flint, MI",0.501597042,0.69180085,SOJFJVJ12A8C139F83,TRAKZMB128F427B44F,1688435,160397,76625854620073c499dc296f10bb655c,Please Me (24-Bit Digitally Remastered 02),Shinin' On (2002 Digital Remaster),0,1,0.691,2,0.697,4,0.838,22050,205.793,0.241,114.934,217.73016,-5.791,0,0,0,AR01VU31187B997DA0,rock
AR01W2D1187FB5912F,125948ec-7f91-4d1a-8b83-accbf50fae3d,110413,218189,3OH!3,40.01574,-105.27924,"Boulder, CO",0.60332456,0.786529476,SOIDQLF12CF5664F7F,TRASHYD128F93119EE,3924560,351128,e2dc5f0c486e4a5eb0fe9388fc53a646,CHOKECHAIN (Amended Album Version),WANT,2008,0,0.323,11,0.175,4,0.623,22050,211.67,0.165,145.88,211.66975,-4.806,0,0,NA,AR01W2D1187FB5912F,techno
AR022JO1187B99587B,9538ab80-dcbf-4b94-a0cf-e5d1fbbc42c9,77704,19731,Ross,0.10974,113.9174,Indonesia,0.288999938,0.584633791,SOJTMEQ12AB0188BB7,TRAHSJR12903CBF093,6465885,583392,f547904df9889124e20046eaaf1ca223,I Promise My Heart,I Promise My Heart,0,0,0,10,0,4,0,22050,68.493,0,135.826,68.49261,-9.233,0,0,NA,AR022JO1187B99587B,disco
AR02DB61187B9A0B5E,bf035517-124e-409b-90f5-35618081a332,-1,173002,Annie Philippe,NA,NA,NA,0.336391304,0.464824432,SOXIGHC12AB0188CE2,TRBANKK12903CDA071,9002969,813166,c05b1318d22130c9cc2ced416e5ecb42,La Blonde de PNANAkin,Twist Again au CinNANA_ Vol. 1 (Bandes originales de films),0,1,0.508,6,0.252,4,0,22050,162,0.225,109.1,167.73179,-7.779,0,0,0.423306777,AR02DB61187B9A0B5E,chanson
AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,3198,3443,Tito Puente,NA,NA,"New York, NY",0.480724781,0.722105298,SOMTCUG12AB018D478,TRAEQTU12903CC55A2,6492329,585414,2aa7dd6114d1ff9b27de0d6af526236d,Mambo Suavecito,Mamborama,1993,0,0.41,11,0.397,1,0,22050,170.44,0.583,179.587,178.46812,-13.805,0,0,NA,AR02IU11187FB513F2,other
AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,3198,3443,Tito Puente,NA,NA,"New York, NY",0.480724781,0.722105298,SOKCUMS12AB018D4A0,TRAJFCC12903CC55AD,6492340,585414,ce902474841adcb8b87288bd67236023,Mambo Tipico,Mamborama,1993,1,0.481,7,0.057,1,0,22050,173.25,0.612,146.24,180.00934,-10.702,0,0,0.215080319,AR02IU11187FB513F2,other
AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,3198,3443,Tito Puente,NA,NA,"New York, NY",0.480724781,0.722105298,SOJZTXJ12AB01845FB,TRAMHIY128F427A892,2328574,214103,647914d33ba90f2d8d687b1c8e738204,China,Mambo Diablo,1972,1,0.517,7,0.444,4,0.284,22050,288.055,1.017,88.384,295.05261,-12.469,0,0,0.349166902,AR02IU11187FB513F2,other
AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,3198,3443,Tito Puente,NA,NA,"New York, NY",0.480724781,0.722105298,SOZAVXS12A8C134305,TRANQDN128F425EEEA,902831,86177,fdda1366737643d3846c34f3d4227422,"Carnival (from \Black Orpheus\"")""",Puente Now! The Exciting Tito Puente Band,0,1,0.536,0,0.415,4,0.005,22050,262.362,0.432,102.308,273.81506,-13.906,0,0,0.229144104,AR02IU11187FB513F2,other
AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,3198,3443,Tito Puente,NA,NA,"New York, NY",0.480724781,0.722105298,SOZKQWY12A6D4FA5E6,TRAZUZS128F4242F76,3000894,270088,74060f2f50b197e97157bb0c242d614f,Flight To Jordan,Live At The Playboy Jazz Festival,1998,1,0.417,8,0.493,4,0.695,22050,356.414,0,135.374,356.41424,-14.445,0,0,NA,AR02IU11187FB513F2,other
AR02IU11187FB513F2,f19ad155-d809-4770-ab8d-7579467d9f55,3198,3443,Tito PuentNANA,NA,NA,"New York, NY",0.480724781,0.722105298,SOQOEGK12AB01883BB,TRBCRCU12903CD3E19,8502139,767880,1c76614340ba3417441b8f140926961e,Bata 6/8,Salsa Salsa,1987,1,0.484,1,0.543,4,0.113,22050,349.066,0.313,112.566,362.50077,-25.499,0,0,NA,AR02IU11187FB513F2,other
AR02KZG1187FB3B3B4,87d93b85-413c-4374-b2bc-3ac5ef2c3189,-1,440148,Hi-Fi Companions,NA,NA,NA,0.283367108,0.387295691,SOZZFVR12AB0188142,TRAPTCZ12903CD4408,6553818,590928,30e7cdaec358c6645798a9316391171c,Amoria,Swingers In Paradise,2003,0,0.416,4,0.482,4,0.383,22050,457.543,0.183,130.005,464.5873,-7.818,0,0,0.223238283,AR02KZG1187FB3B3B4,jazz
AR02PUA1187FB52574,a58debc2-2ce8-4cad-8db9-619466a025be,150433,411129,Delta 9,NA,NA,NA,0.409550595,0.586000058,SOCLQKJ12AF72A4AB0,TRAAUDN128F933F20D,6149770,556140,7fab6fd0af2f9676a54b3b9c65bc2e8c,Infidel,No Regrets,0,1,0.24,2,0.171,5,0.935,22050,94.066,0,109.636,94.06649,-9.506,0,0,NA,AR02PUA1187FB52574,other
AR02PUA1187FB52574,a58debc2-2ce8-4cad-8db9-619466a025be,150433,411129,Delta 9,NA,NA,NA,0.409550595,0.586000058,SOLLROO12AB0188D51,TRAVPNQ128F933F216,6149779,556140,a8a5d3d515e2508c51aa2f235ffd717d,In The Void,No Regrets,0,0,0.355,9,0.235,7,0.479,22050,159.764,0,197.143,159.76444,-3.352,0,0,0.407901717,AR02PUA1187FB52574,other
AR02PUA1187FB52574,a58debc2-2ce8-4cad-8db9-619466a025be,150433,411129,Hoodfellas,NA,NA,NA,0.409550595,0.586000058,SOXNASC12AB01874DF,TRBBREF128F933CCDD,6140177,555336,fbf686aaa83c932e3c06cbde3d7711fa,If you Seek Amy,Game Over,0,0,0,4,0.038,5,1,22050,224.253,0,130.011,227.082,-4.872,0,0,0.289362698,AR02PUA1187FB52574,other
AR02YGA1187B9B8AC4,e90428f4-29ef-47b4-a081-75e415f51037,-1,35233,Bersuit Vergarabat,-34.60852,-58.37354,Buenos Aires,0.439836359,0.615504103,SONTEWC12AB0186E51,TRACFXL128F930B28B,3894523,347917,773458f7a015c8b7686fdfbdf959e100,Sencillamente,Testosterona,2005,0,0.49,6,0.376,4,0.865,22050,295.753,0.288,135.982,307.35628,-7.769,0,0,0.514753324,AR02YGA1187B9B8AC4,other
AR02YGA1187B9B8AC4,e90428f4-29ef-47b4-a081-75e415f51037,-1,35233,Bersuit Vergarabat,-34.60852,-58.37354,Buenos Aires,0.439836359,0.615504103,SOMXGMJ12AB0183EC5,TRADFOQ128F9335409,4096562,359570,0af47309f74ee6b0d893ff7e6fd82165,Bolero Militar,Don Leopardo,1996,1,0.382,5,0.323,4,0.631,22050,208.561,6.478,121.91,208.56118,-7.877,0,0,0.304169503,AR02YGA1187B9B8AC4,other
AR02YGA1187B9B8AC4,e90428f4-29ef-47b4-a081-75e415f51037,-1,35233,Bersuit Vergarabat,-34.60852,-58.37354,Buenos Aires,0.439836359,0.615504103,SOHAVVY12A8C1422E6,TRAGMXK128F9305A50,3863488,344890,08e061f030d3adfc3e69ffa9ec49d697,De Onda,Libertinaje,1998,1,0.49,0,0.265,3,0.996,22050,178.033,0.085,121.764,181.18485,-7.301,0,0,0.49271364,AR02YGA1187B9B8AC4,other
AR02YGA1187B9B8AC4,e90428f4-29ef-47b4-a081-75e415f51037,-1,35233,Bersuit Vergarabat,-34.60852,-58.37354,Buenos Aires,0.439836359,0.615504103,SOHDNUO12AB0183EC1,TRAMIGP128F9335408,4096561,359570,da1e6e4dcf3a9a51c46fd1cf34ea3141,Bolivian Surf,Don Leopardo,1996,1,0.817,7,1,4,0.223,22050,180.114,0,126.531,180.11383,-6.179,0,0,0.270775999,AR02YGA1187B9B8AC4,other
AR02YGA1187B9B8AC4,e90428f4-29ef-47b4-a081-75e415f51037,-1,35233,Bersuit Vergarabat,-34.60852,-58.37354,Buenos Aires,0.439836359,0.615504103,SOBVPQV12AB018353C,TRAYVLL128F9335B7A,5625655,508635,c8b46162099cb423b3f11253d2dd902f,Se Viene,De La Cabeza Con Bersuit Vergarabat,1998,1,0.592,7,0.334,4,0.234,22050,220.29,0,148.412,220.29016,-3.935,0,0,NA,AR02YGA1187B9B8AC4,other
AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,-1,618,BT,34.23294,-102.4102,Earth,0.512226738,0.786427083,SONXLQQ12AB0184B54,TRAAMKL128F9347D8A,5250706,472444,4059feae238ef4d17163a7d9f74e1652,Robbers Kill Cop,LOOK (Original Motion Picture Soundtrack),0,0,0,1,0,4,0.68,22050,44.355,0,136.164,44.35546,-18.147,0,0,0.304169503,AR035N21187FB3938E,other
AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,-1,618,BT,34.23294,-102.4102,Earth,0.512226738,0.786427083,SOPTEDP12A8C139E74,TRAHXMC128F4267B70,2836548,264782,cbff921bb3c74074280379ee98ef490b,Knowledge Of Self (Evol Intent Remix),The Dungeonmaster's Guide,2004,0,0.375,10,0.255,3,1,22050,234.934,0,136.897,253.07383,-6.21,0,0,0.578274893,AR035N21187FB3938E,other
AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,-1,618,BT,34.23294,-102.4102,Earth,0.512226738,0.786427083,SOFQHNI12AB018345A,TRAKXNZ128F931DC2B,6966960,627641,f413205a75bce1e691e163e15269710a,Ver de Feliz,Tiger Woods PGA Tour 2005,2006,1,0.634,8,0.879,4,0.69,22050,278.744,0.373,110.002,311.90159,-17.729,0,0,0.457447167,AR035N21187FB3938E,other
AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,-1,618,BT,34.23294,-102.4102,Earth,0.512226738,0.786427083,SOAUXQN12AB018D2F6,TRALOBE12903CDA6C5,8041406,725628,bf892af48031db37ab8555142b03cbb7,Mercury & Solace,In Search Of Sunrise 1,2000,0,0.222,6,0.138,4,0.152,22050,491.119,0.206,136.003,506.27873,-11.59,0,0,0.43483809,AR035N21187FB3938E,other
AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,-1,618,BT feat. JES,34.23294,-102.4102,Earth,0.512226738,0.786427083,SONIUEQ12AB0184D1A,TRANVEG12903CAFD2C,8354139,754719,b6b0a333b99dfca32c5f55ecb63211b9,Every Other Way,Every Other Way,2010,0,0.629,6,0.663,4,1,22050,539.55,0,168.474,550.97424,-5.213,0,0,0.430160637,AR035N21187FB3938E,other
AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,-1,618,BT,34.23294,-102.4102,Earth,0.512226738,0.786427083,SOOTFBM12A6D4FCD69,TRAVJOO128F14AD39C,665716,64190,e2f0fd135d5560cb277d48cd8d87f863,Korean Waterhole,Stealth,2005,1,0,2,0,5,0.216,22050,94.902,2.345,148.653,94.9024,-19.345,0,0,0.327736683,AR035N21187FB3938E,other
AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,-1,618,BT,34.23294,-102.4102,Earth,0.512226738,0.786427083,SOEGJRT12A6D4FCD65,TRBCRKF128F14AD398,665712,64190,d9deae3f80bbbeb22f38ccfa4d048140,Henrys Death,Stealth,2005,1,0.414,2,0.245,4,0.916,22050,210.947,12.179,150.082,214.54322,-7.652,0,0,0.327736683,AR035N21187FB3938E,other
AR039B11187B9B30D0,fb9719bf-c477-4223-b319-986eb4168a91,5226,2981,John Williams,NA,NA,"NEW YORK, New York",0.517298018,0.705287678,SOXBWOG12A8C138A74,TRACFZM128F4295740,3369294,300387,247b1151c7fbb3a76f715bdb48375132,American Journey/IV. Arts and Sports,An American Journey,0,1,0.771,2,0.771,1,0,22050,154.883,0,138.508,157.28281,-17.941,0,0,NA,AR039B11187B9B30D0,other
AR039B11187B9B30D0,fb9719bf-c477-4223-b319-986eb4168a91,5226,2981,John Williams,NA,NA,"NEW YORK, New York",0.517298018,0.705287678,SOCSLFL12A6701C69A,TRAISNF128E078B72C,131121,12682,b98f29e1b44c1f5359b4eb90d7571b89,Escape From The City,War of the Worlds,0,1,0.672,7,0.885,5,0.885,22050,205.543,8.528,151.444,229.69424,-20.958,0,0,NA,AR039B11187B9B30D0,other
AR039B11187B9B30D0,fb9719bf-c477-4223-b319-986eb4168a91,5226,2981,John Williams,NA,NA,"NEW YORK, New York",0.517298018,0.705287678,SOTUHSG12A8AE474EA,TRAKXUY128F4228046,2560083,233357,193779a9fef203be5844c250c6cf6f2e,Bach Suite No. 1 In G Major (Gigue),The Art Of The Guitar,0,0,0.458,11,0.287,1,0.034,22050,105.709,0.792,117.971,115.12118,-26.589,0,0,NA,AR039B11187B9B30D0,other
AR039B11187B9B30D0,fb9719bf-c477-4223-b319-986eb4168a91,5226,2981,John Williams,NA,NA,"NEW YORK, New York",0.517298018,0.705287678,SOCBEID12A58A79E49,TRATQQQ128F93084BE,5922546,534680,b3a4c23c05a3052fb77d820d1934a595,The Imperial March from The Empire Strikes Back,John Williams - Greatest Hits 1969-1999,0,0,0.123,5,0.012,4,0,22050,179.926,0.107,104.32,184.45016,-15.857,0,0,NA,AR039B11187B9B30D0,other
AR039B11187B9B30D0,fb9719bf-c477-4223-b319-986eb4168a91,5226,2981,John Williams,NA,NA,"NEW YORK, New York",0.517298018,0.705287678,SOHMAOS12A8C134A75,TRATZLF128F4273C2B,3228853,287798,3a2aaabafe258131a59826517bb335f1,Everything I Do from Robin Hood,John Williams Plays the Movies,0,1,0.785,4,0.852,4,0.065,22050,253.875,0.353,138.63,268.90404,-15.519,0,0,NA,AR039B11187B9B30D0,other
AR039B11187B9B30D0,fb9719bf-c477-4223-b319-986eb4168a91,5226,2981,John Williams,NA,NA,"NEW YORK, New York",0.517298018,0.705287678,SOPWCJF12AB0183997,TRBCVKB128F9331EC6,5610043,507157,fd66bd0f1c5663ea41ccd2c898ece998,Old Man Rocking Chair,Dusty Porch,2004,1,0.396,4,0.039,4,0,22050,118.52,0,67.458,132.64934,-11.145,0,0,0.292114972,AR039B11187B9B30D0,other
AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,267,214,Britney Spears,34.05349,-118.24532,"Kentwood, LA; Los Angeles, CA",0.631289508,0.947327507,SOQIDEF12A8C139B23,TRACYCJ128F9309246,5926063,535192,31af465c771d35453e3f6d982102d2c6,Don't Go Knockin' On My Door,Oops!... I Did It Again,2000,0,0.498,10,0.529,4,1,22050,214.698,0,111.004,223.52934,-5.304,0,0,0.650405808,AR03BDP1187FB5B324,pop
AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,267,214,Britney Spears feat. Pharrell Williams,34.05349,-118.24532,"Kentwood, LA; Los Angeles, CA",0.60725728,0.153605548,SOLQLGL12A8C138380,TRAEBXS128F429933A,3384878,300483,fec825e489bbd6e74d30195ccbed0efb,Boys,Touch My Soul_ Vol. 23,2001,0,0.77,6,0.835,4,1,22050,221.931,0.345,106.919,225.48853,-4.947,0,0,0.563246899,AR03BDP1187FB5B324,pop
AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,267,214,Britney Spears,34.05349,-118.24532,"Kentwood, LA; Los Angeles, CA",0.631289508,0.947327507,SOFIFUK12A8C1393F8,TRAECBR128F429F8C0,3410887,303090,b64cadc7d2e7d055e1f58c7d49588555,Everytime,Everytime,2003,0,0.522,0,0.452,3,0,22050,194.769,2.926,85.331,206.81098,-3.738,0,0,NA,AR03BDP1187FB5B324,pop
AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,267,214,Bob Sinclar,34.05349,-118.24532,"Kentwood, LA; Los Angeles, CA",0.60725728,0.947327507,SOXHGFE12AAF3B1DC8,TRAILNM12903CD17D2,6542496,589751,33e7529758c7e35b825a1a8577191a9b,"Lala Song (Matesi DJ \Silverstatix\""remix""",Lala Song The Remixes,0,1,0.348,4,0.281,3,0.454,22050,334.565,0.084,127.932,342.69995,-6.635,0,0,NA,AR03BDP1187FB5B324,pop
AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,267,214,Britney Spears,34.05349,-118.24532,"Kentwood, LA; Los Angeles, CA",0.60725728,0.947327507,SOSCFCE12AAF3B1DE5,TRAODGF128F92F3FF9,5351200,482410,3f7661274598507f679aad05657be169,Break The Ice,Break The Ice: Dance Remixes,2007,1,0.509,0,0.652,4,0.17,22050,517.613,0.189,130.012,530.12853,-5.432,0,0,NA,AR03BDP1187FB5B324,pop
AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,267,214,Britney Spears,34.05349,-118.24532,"Kentwood, LA; Los Angeles, CA",0.631289508,0.947327507,SOUQDHF12A8C13B70C,TRAQRYZ128F4291DCB,3354619,299032,926ab7f2d7e753315486ebbaca3442f5,My Prerogative,My Prerogative,2004,1,0.4,1,0.407,4,1,22050,208.417,0.235,110.993,213.18485,-6.451,0,0,NA,AR03BDP1187FB5B324,pop
AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,267,214,Britney Spears,34.05349,-118.24532,"Kentwood, LA; Los Angeles, CA",0.60725728,0.947327507,SOQKBQI12AB0182711,TRARSKA128F9336A04,7069480,636897,1bb9fe0c8ca614b6005342e3a44fe1d8,3,3,2009,1,0.409,1,0.309,5,1,22050,461.41,0,131.999,465.47546,-6.278,0,0,NA,AR03BDP1187FB5B324,pop
AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,267,214,Britney Spears,34.05349,-118.24532,"Kentwood, LA; Los Angeles, CA",0.60725728,0.947327507,SOYEVCP12AC9E17E09,TRAUFLM128F42AECDC,3474504,307443,52ae1270b88d8dc43ffa299c682a2f17,Someday (I Will Understand),Someday (I Will Understand),2005,1,0,3,0,1,0,22050,1.044,0,0,1.04444,-23.555,0,0,NA,AR03BDP1187FB5B324,pop
AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,267,214,Britney Spears,34.05349,-118.24532,"Kentwood, LA; Los Angeles, CA",0.631289508,0.947327507,SOLSJHM12A8C139B46,TRBALRR128F429625D,3372139,299516,215d3cb2d0ff8351e07bd6137a49070f,Can't Make You Love Me,Oops!... I Did It Again,2000,0,0.598,0,0.372,4,0,22050,193.178,0.275,107.969,196.80608,-3.693,0,0,0.839983879,AR03BDP1187FB5B324,pop
AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,267,214,Britney Spears,34.05349,-118.24532,"Kentwood, LA; Los Angeles, CA",0.60725728,0.947327507,SOMTXSB12AF72ACC38,TRBAUVN128F932FEF8,7042062,634174,ae4b177d448ad3cb38747487ce53e976,Oops!...I Did It Again,The Singles Collection,2000,1,0.549,11,0.479,4,0.141,22050,207.865,0.282,95.066,211.01669,-5.205,0,0,NA,AR03BDP1187FB5B324,pop
AR03GWG1187B9B6C85,b910d27d-dc4f-4f2e-9a10-43057eb96a5a,-1,84744,Sylver,NA,NA,NA,0.397732993,0.644334866,SOKFFUV12A8C1411A0,TRANPXL128F42B8FED,3516405,311333,6930c30d5b287801995a4229e394be36,Sympathy,Nighttime Calls,2004,0,0.357,9,0.075,4,0,22050,166.481,0.235,138.935,170.50077,-9.122,0,0,NA,AR03GWG1187B9B6C85,disco
